m,p,lambda,fam,T,Z,ratio,mu,dictatorship,maximal
5,0.285714285714,0.4,4479,-0,3.24,0.843398583923,0.602427559945,0,"[(1, 2), (1, 3), (2, 3), (3, 4)]"
5,0.285714285714,0.4,1407,-0,3.24,0.843398583923,0.602427559945,0,"[(1, 2), (1, 3), (2, 3), (2, 4)]"
5,0.285714285714,0.4,5503,-0,3.4,0.88504789671,0.632177069078,0,"[(1, 2), (1, 3), (2, 3), (2, 4), (3, 4)]"
5,0.285714285714,0.4,21887,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2), (1, 3), (2, 3, 4)]"
5,0.285714285714,0.4,895,-0,3.24,0.843398583923,0.602427559945,0,"[(1, 2), (1, 3), (2, 3), (1, 4)]"
5,0.285714285714,0.4,4991,-0,3.4,0.88504789671,0.632177069078,0,"[(1, 2), (1, 3), (2, 3), (1, 4), (3, 4)]"
5,0.285714285714,0.4,13183,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2), (2, 3), (1, 3, 4)]"
5,0.285714285714,0.4,1919,-0,3.4,0.88504789671,0.632177069078,0,"[(1, 2), (1, 3), (2, 3), (1, 4), (2, 4)]"
5,0.285714285714,0.4,6015,-0,3.56,0.926697209496,0.661926578211,0,"[(1, 2), (1, 3), (2, 3), (1, 4), (2, 4), (3, 4)]"
5,0.285714285714,0.4,22399,-0,3.624,0.943356934611,0.673826381865,0,"[(1, 2), (1, 3), (1, 4), (2, 3, 4)]"
5,0.285714285714,0.4,14207,-0,3.624,0.943356934611,0.673826381865,0,"[(1, 2), (2, 3), (2, 4), (1, 3, 4)]"
5,0.285714285714,0.4,30591,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 2), (1, 3, 4), (2, 3, 4)]"
5,0.285714285714,0.4,3967,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 3), (2, 3), (1, 2, 4)]"
5,0.285714285714,0.4,8063,-0,3.624,0.943356934611,0.673826381865,0,"[(1, 3), (2, 3), (1, 2, 4), (3, 4)]"
5,0.285714285714,0.4,24447,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 3), (1, 2, 4), (2, 3, 4)]"
5,0.285714285714,0.4,16255,-0,3.688,0.960016659725,0.685726185518,0,"[(2, 3), (1, 2, 4), (1, 3, 4)]"
5,0.285714285714,0.4,32639,-0,3.752,0.97667638484,0.697625989171,0,"[(1, 2, 4), (1, 3, 4), (2, 3, 4)]"
5,0.285714285714,0.4,255,-0,2.744,0.714285714286,0.510204081633,0,"[(1, 2, 3)]"
5,0.285714285714,0.4,65791,-0,3.144,0.818408996252,0.584577854465,0,"[(1, 2, 3), (5,)]"
5,0.285714285714,0.4,1114367,-0,3.304,0.860058309038,0.614327363599,0,"[(1, 2, 3), (3, 5)]"
5,0.285714285714,0.4,327935,-0,3.304,0.860058309038,0.614327363599,0,"[(1, 2, 3), (2, 5)]"
5,0.285714285714,0.4,1376511,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2, 3), (2, 5), (3, 5)]"
5,0.285714285714,0.4,5570815,-0,3.528,0.918367346939,0.655976676385,0,"[(1, 2, 3), (2, 3, 5)]"
5,0.285714285714,0.4,196863,-0,3.304,0.860058309038,0.614327363599,0,"[(1, 2, 3), (1, 5)]"
5,0.285714285714,0.4,1245439,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2, 3), (1, 5), (3, 5)]"
5,0.285714285714,0.4,3342591,-0,3.528,0.918367346939,0.655976676385,0,"[(1, 2, 3), (1, 3, 5)]"
5,0.285714285714,0.4,459007,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2, 3), (1, 5), (2, 5)]"
5,0.285714285714,0.4,1507583,-0,3.624,0.943356934611,0.673826381865,0,"[(1, 2, 3), (1, 5), (2, 5), (3, 5)]"
5,0.285714285714,0.4,5701887,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 2, 3), (1, 5), (2, 3, 5)]"
5,0.285714285714,0.4,3604735,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 2, 3), (2, 5), (1, 3, 5)]"
5,0.285714285714,0.4,7799039,-0,3.752,0.97667638484,0.697625989171,0,"[(1, 2, 3), (1, 3, 5), (2, 3, 5)]"
5,0.285714285714,0.4,983295,-0,3.528,0.918367346939,0.655976676385,0,"[(1, 2, 3), (1, 2, 5)]"
5,0.285714285714,0.4,2031871,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 2, 3), (1, 2, 5), (3, 5)]"
5,0.285714285714,0.4,6226175,-0,3.752,0.97667638484,0.697625989171,0,"[(1, 2, 3), (1, 2, 5), (2, 3, 5)]"
5,0.285714285714,0.4,4129023,-0,3.752,0.97667638484,0.697625989171,0,"[(1, 2, 3), (1, 2, 5), (1, 3, 5)]"
5,0.285714285714,0.4,8323327,-0,3.816,0.993336109954,0.709525792824,0,"[(1, 2, 3), (1, 2, 5), (1, 3, 5), (2, 3, 5)]"
5,0.285714285714,0.4,16711935,-0,3.8416,1,0.714285714286,1,"[(1, 2, 3, 5)]"
5,0.285714285714,0.4,511,-0,3.144,0.818408996252,0.584577854465,0,"[(1, 2, 3), (4,)]"
5,0.285714285714,0.4,4607,-0,3.304,0.860058309038,0.614327363599,0,"[(1, 2, 3), (3, 4)]"
5,0.285714285714,0.4,1535,-0,3.304,0.860058309038,0.614327363599,0,"[(1, 2, 3), (2, 4)]"
5,0.285714285714,0.4,5631,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2, 3), (2, 4), (3, 4)]"
5,0.285714285714,0.4,22015,-0,3.528,0.918367346939,0.655976676385,0,"[(1, 2, 3), (2, 3, 4)]"
5,0.285714285714,0.4,1023,-0,3.304,0.860058309038,0.614327363599,0,"[(1, 2, 3), (1, 4)]"
5,0.285714285714,0.4,5119,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2, 3), (1, 4), (3, 4)]"
5,0.285714285714,0.4,13311,-0,3.528,0.918367346939,0.655976676385,0,"[(1, 2, 3), (1, 3, 4)]"
5,0.285714285714,0.4,2047,-0,3.464,0.901707621824,0.644076872732,0,"[(1, 2, 3), (1, 4), (2, 4)]"
5,0.285714285714,0.4,6143,-0,3.624,0.943356934611,0.673826381865,0,"[(1, 2, 3), (1, 4), (2, 4), (3, 4)]"
5,0.285714285714,0.4,22527,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 2, 3), (1, 4), (2, 3, 4)]"
5,0.285714285714,0.4,14335,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 2, 3), (2, 4), (1, 3, 4)]"
5,0.285714285714,0.4,30719,-0,3.752,0.97667638484,0.697625989171,0,"[(1, 2, 3), (1, 3, 4), (2, 3, 4)]"
5,0.285714285714,0.4,4095,-0,3.528,0.918367346939,0.655976676385,0,"[(1, 2, 3), (1, 2, 4)]"
5,0.285714285714,0.4,8191,-0,3.688,0.960016659725,0.685726185518,0,"[(1, 2, 3), (1, 2, 4), (3, 4)]"
5,0.285714285714,0.4,24575,-0,3.752,0.97667638484,0.697625989171,0,"[(1, 2, 3), (1, 2, 4), (2, 3, 4)]"
5,0.285714285714,0.4,16383,-0,3.752,0.97667638484,0.697625989171,0,"[(1, 2, 3), (1, 2, 4), (1, 3, 4)]"
5,0.285714285714,0.4,32767,-0,3.816,0.993336109954,0.709525792824,0,"[(1, 2, 3), (1, 2, 4), (1, 3, 4), (2, 3, 4)]"
5,0.285714285714,0.4,65535,-0,3.8416,1,0.714285714286,1,"[(1, 2, 3, 4)]"
5,0.3,0.428571428571,0,0,0,0,0,0,"[]"
5,0.3,0.428571428571,1,-0,1,0.2401,0.16807,0,"[()]"
5,0.3,0.428571428571,65537,-0,1.42857142857,0.343,0.2401,0,"[(5,)]"
5,0.3,0.428571428571,257,-0,1.42857142857,0.343,0.2401,0,"[(4,)]"
5,0.3,0.428571428571,65793,-0,1.85714285714,0.4459,0.31213,0,"[(4,), (5,)]"
5,0.3,0.428571428571,16843009,-0,2.04081632653,0.49,0.343,0,"[(4, 5)]"
5,0.3,0.428571428571,17,-0,1.42857142857,0.343,0.2401,0,"[(3,)]"
5,0.3,0.428571428571,65553,-0,1.85714285714,0.4459,0.31213,0,"[(3,), (5,)]"
5,0.3,0.428571428571,1114129,-0,2.04081632653,0.49,0.343,0,"[(3, 5)]"
5,0.3,0.428571428571,273,-0,1.85714285714,0.4459,0.31213,0,"[(3,), (4,)]"
5,0.3,0.428571428571,65809,-0,2.28571428571,0.5488,0.38416,0,"[(3,), (4,), (5,)]"
5,0.3,0.428571428571,16843025,-0,2.4693877551,0.5929,0.41503,0,"[(3,), (4, 5)]"
5,0.3,0.428571428571,1114385,-0,2.4693877551,0.5929,0.41503,0,"[(4,), (3, 5)]"
5,0.3,0.428571428571,17891601,-0,2.65306122449,0.637,0.4459,0,"[(3, 5), (4, 5)]"
5,0.3,0.428571428571,4369,-0,2.04081632653,0.49,0.343,0,"[(3, 4)]"
5,0.3,0.428571428571,69905,-0,2.4693877551,0.5929,0.41503,0,"[(3, 4), (5,)]"
5,0.3,0.428571428571,16847121,-0,2.65306122449,0.637,0.4459,0,"[(3, 4), (4, 5)]"
5,0.3,0.428571428571,1118481,-0,2.65306122449,0.637,0.4459,0,"[(3, 4), (3, 5)]"
5,0.3,0.428571428571,17895697,-0,2.83673469388,0.6811,0.47677,0,"[(3, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286331153,-0,2.91545189504,0.7,0.49,0,"[(3, 4, 5)]"
5,0.3,0.428571428571,5,-0,1.42857142857,0.343,0.2401,0,"[(2,)]"
5,0.3,0.428571428571,65541,-0,1.85714285714,0.4459,0.31213,0,"[(2,), (5,)]"
5,0.3,0.428571428571,327685,-0,2.04081632653,0.49,0.343,0,"[(2, 5)]"
5,0.3,0.428571428571,261,-0,1.85714285714,0.4459,0.31213,0,"[(2,), (4,)]"
5,0.3,0.428571428571,65797,-0,2.28571428571,0.5488,0.38416,0,"[(2,), (4,), (5,)]"
5,0.3,0.428571428571,16843013,-0,2.4693877551,0.5929,0.41503,0,"[(2,), (4, 5)]"
5,0.3,0.428571428571,327941,-0,2.4693877551,0.5929,0.41503,0,"[(4,), (2, 5)]"
5,0.3,0.428571428571,17105157,-0,2.65306122449,0.637,0.4459,0,"[(2, 5), (4, 5)]"
5,0.3,0.428571428571,1285,-0,2.04081632653,0.49,0.343,0,"[(2, 4)]"
5,0.3,0.428571428571,66821,-0,2.4693877551,0.5929,0.41503,0,"[(2, 4), (5,)]"
5,0.3,0.428571428571,16844037,-0,2.65306122449,0.637,0.4459,0,"[(2, 4), (4, 5)]"
5,0.3,0.428571428571,328965,-0,2.65306122449,0.637,0.4459,0,"[(2, 4), (2, 5)]"
5,0.3,0.428571428571,17106181,-0,2.83673469388,0.6811,0.47677,0,"[(2, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,84215045,-0,2.91545189504,0.7,0.49,0,"[(2, 4, 5)]"
5,0.3,0.428571428571,21,-0,1.85714285714,0.4459,0.31213,0,"[(2,), (3,)]"
5,0.3,0.428571428571,65557,-0,2.28571428571,0.5488,0.38416,0,"[(2,), (3,), (5,)]"
5,0.3,0.428571428571,1114133,-0,2.4693877551,0.5929,0.41503,0,"[(2,), (3, 5)]"
5,0.3,0.428571428571,327701,-0,2.4693877551,0.5929,0.41503,0,"[(3,), (2, 5)]"
5,0.3,0.428571428571,1376277,-0,2.65306122449,0.637,0.4459,0,"[(2, 5), (3, 5)]"
5,0.3,0.428571428571,277,-0,2.28571428571,0.5488,0.38416,0,"[(2,), (3,), (4,)]"
5,0.3,0.428571428571,65813,-0,2.71428571429,0.6517,0.45619,0,"[(2,), (3,), (4,), (5,)]"
5,0.3,0.428571428571,16843029,-0,2.89795918367,0.6958,0.48706,0,"[(2,), (3,), (4, 5)]"
5,0.3,0.428571428571,1114389,-0,2.89795918367,0.6958,0.48706,0,"[(2,), (4,), (3, 5)]"
5,0.3,0.428571428571,17891605,-0,3.08163265306,0.7399,0.51793,0,"[(2,), (3, 5), (4, 5)]"
5,0.3,0.428571428571,327957,-0,2.89795918367,0.6958,0.48706,0,"[(3,), (4,), (2, 5)]"
5,0.3,0.428571428571,17105173,-0,3.08163265306,0.7399,0.51793,0,"[(3,), (2, 5), (4, 5)]"
5,0.3,0.428571428571,1376533,-0,3.08163265306,0.7399,0.51793,0,"[(4,), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18153749,-0,3.26530612245,0.784,0.5488,0,"[(2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,4373,-0,2.4693877551,0.5929,0.41503,0,"[(2,), (3, 4)]"
5,0.3,0.428571428571,69909,-0,2.89795918367,0.6958,0.48706,0,"[(2,), (3, 4), (5,)]"
5,0.3,0.428571428571,16847125,-0,3.08163265306,0.7399,0.51793,0,"[(2,), (3, 4), (4, 5)]"
5,0.3,0.428571428571,1118485,-0,3.08163265306,0.7399,0.51793,0,"[(2,), (3, 4), (3, 5)]"
5,0.3,0.428571428571,17895701,-0,3.26530612245,0.784,0.5488,0,"[(2,), (3, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286331157,-0,3.34402332362,0.8029,0.56203,0,"[(2,), (3, 4, 5)]"
5,0.3,0.428571428571,332053,-0,3.08163265306,0.7399,0.51793,0,"[(3, 4), (2, 5)]"
5,0.3,0.428571428571,17109269,-0,3.26530612245,0.784,0.5488,0,"[(3, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,1380629,-0,3.26530612245,0.784,0.5488,0,"[(3, 4), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18157845,-0,3.44897959184,0.8281,0.57967,0,"[(3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286593301,-0,3.527696793,0.847,0.5929,0,"[(2, 5), (3, 4, 5)]"
5,0.3,0.428571428571,1301,-0,2.4693877551,0.5929,0.41503,0,"[(3,), (2, 4)]"
5,0.3,0.428571428571,66837,-0,2.89795918367,0.6958,0.48706,0,"[(3,), (2, 4), (5,)]"
5,0.3,0.428571428571,16844053,-0,3.08163265306,0.7399,0.51793,0,"[(3,), (2, 4), (4, 5)]"
5,0.3,0.428571428571,1115413,-0,3.08163265306,0.7399,0.51793,0,"[(2, 4), (3, 5)]"
5,0.3,0.428571428571,17892629,-0,3.26530612245,0.784,0.5488,0,"[(2, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,328981,-0,3.08163265306,0.7399,0.51793,0,"[(3,), (2, 4), (2, 5)]"
5,0.3,0.428571428571,17106197,-0,3.26530612245,0.784,0.5488,0,"[(3,), (2, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,84215061,-0,3.34402332362,0.8029,0.56203,0,"[(3,), (2, 4, 5)]"
5,0.3,0.428571428571,1377557,-0,3.26530612245,0.784,0.5488,0,"[(2, 4), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18154773,-0,3.44897959184,0.8281,0.57967,0,"[(2, 4), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,85263637,-0,3.527696793,0.847,0.5929,0,"[(3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,5397,-0,2.65306122449,0.637,0.4459,0,"[(2, 4), (3, 4)]"
5,0.3,0.428571428571,70933,-0,3.08163265306,0.7399,0.51793,0,"[(2, 4), (3, 4), (5,)]"
5,0.3,0.428571428571,16848149,-0,3.26530612245,0.784,0.5488,0,"[(2, 4), (3, 4), (4, 5)]"
5,0.3,0.428571428571,1119509,-0,3.26530612245,0.784,0.5488,0,"[(2, 4), (3, 4), (3, 5)]"
5,0.3,0.428571428571,17896725,-0,3.44897959184,0.8281,0.57967,0,"[(2, 4), (3, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286332181,-0,3.527696793,0.847,0.5929,0,"[(2, 4), (3, 4, 5)]"
5,0.3,0.428571428571,333077,-0,3.26530612245,0.784,0.5488,0,"[(2, 4), (3, 4), (2, 5)]"
5,0.3,0.428571428571,17110293,-0,3.44897959184,0.8281,0.57967,0,"[(2, 4), (3, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,84219157,-0,3.527696793,0.847,0.5929,0,"[(3, 4), (2, 4, 5)]"
5,0.3,0.428571428571,1381653,-0,3.44897959184,0.8281,0.57967,0,"[(2, 4), (3, 4), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18158869,-0,3.63265306122,0.8722,0.61054,0,"[(2, 4), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286594325,-0,3.71137026239,0.8911,0.62377,0,"[(2, 4), (2, 5), (3, 4, 5)]"
5,0.3,0.428571428571,85267733,-0,3.71137026239,0.8911,0.62377,0,"[(3, 4), (3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,353703189,-0,3.79008746356,0.91,0.637,0,"[(2, 4, 5), (3, 4, 5)]"
5,0.3,0.428571428571,85,-0,2.04081632653,0.49,0.343,0,"[(2, 3)]"
5,0.3,0.428571428571,65621,-0,2.4693877551,0.5929,0.41503,0,"[(2, 3), (5,)]"
5,0.3,0.428571428571,1114197,-0,2.65306122449,0.637,0.4459,0,"[(2, 3), (3, 5)]"
5,0.3,0.428571428571,327765,-0,2.65306122449,0.637,0.4459,0,"[(2, 3), (2, 5)]"
5,0.3,0.428571428571,1376341,-0,2.83673469388,0.6811,0.47677,0,"[(2, 3), (2, 5), (3, 5)]"
5,0.3,0.428571428571,5570645,-0,2.91545189504,0.7,0.49,0,"[(2, 3, 5)]"
5,0.3,0.428571428571,341,-0,2.4693877551,0.5929,0.41503,0,"[(2, 3), (4,)]"
5,0.3,0.428571428571,65877,-0,2.89795918367,0.6958,0.48706,0,"[(2, 3), (4,), (5,)]"
5,0.3,0.428571428571,16843093,-0,3.08163265306,0.7399,0.51793,0,"[(2, 3), (4, 5)]"
5,0.3,0.428571428571,1114453,-0,3.08163265306,0.7399,0.51793,0,"[(2, 3), (4,), (3, 5)]"
5,0.3,0.428571428571,17891669,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (3, 5), (4, 5)]"
5,0.3,0.428571428571,328021,-0,3.08163265306,0.7399,0.51793,0,"[(2, 3), (4,), (2, 5)]"
5,0.3,0.428571428571,17105237,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (2, 5), (4, 5)]"
5,0.3,0.428571428571,1376597,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (4,), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18153813,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,5570901,-0,3.34402332362,0.8029,0.56203,0,"[(4,), (2, 3, 5)]"
5,0.3,0.428571428571,22348117,-0,3.527696793,0.847,0.5929,0,"[(2, 3, 5), (4, 5)]"
5,0.3,0.428571428571,4437,-0,2.65306122449,0.637,0.4459,0,"[(2, 3), (3, 4)]"
5,0.3,0.428571428571,69973,-0,3.08163265306,0.7399,0.51793,0,"[(2, 3), (3, 4), (5,)]"
5,0.3,0.428571428571,16847189,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (3, 4), (4, 5)]"
5,0.3,0.428571428571,1118549,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (3, 4), (3, 5)]"
5,0.3,0.428571428571,17895765,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (3, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286331221,-0,3.527696793,0.847,0.5929,0,"[(2, 3), (3, 4, 5)]"
5,0.3,0.428571428571,332117,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (3, 4), (2, 5)]"
5,0.3,0.428571428571,17109333,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (3, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,1380693,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (3, 4), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18157909,-0,3.63265306122,0.8722,0.61054,0,"[(2, 3), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286593365,-0,3.71137026239,0.8911,0.62377,0,"[(2, 3), (2, 5), (3, 4, 5)]"
5,0.3,0.428571428571,5574997,-0,3.527696793,0.847,0.5929,0,"[(3, 4), (2, 3, 5)]"
5,0.3,0.428571428571,22352213,-0,3.71137026239,0.8911,0.62377,0,"[(3, 4), (2, 3, 5), (4, 5)]"
5,0.3,0.428571428571,290787669,-0,3.79008746356,0.91,0.637,0,"[(2, 3, 5), (3, 4, 5)]"
5,0.3,0.428571428571,1365,-0,2.65306122449,0.637,0.4459,0,"[(2, 3), (2, 4)]"
5,0.3,0.428571428571,66901,-0,3.08163265306,0.7399,0.51793,0,"[(2, 3), (2, 4), (5,)]"
5,0.3,0.428571428571,16844117,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (2, 4), (4, 5)]"
5,0.3,0.428571428571,1115477,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (2, 4), (3, 5)]"
5,0.3,0.428571428571,17892693,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (2, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,329045,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (2, 4), (2, 5)]"
5,0.3,0.428571428571,17106261,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (2, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,84215125,-0,3.527696793,0.847,0.5929,0,"[(2, 3), (2, 4, 5)]"
5,0.3,0.428571428571,1377621,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (2, 4), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18154837,-0,3.63265306122,0.8722,0.61054,0,"[(2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,85263701,-0,3.71137026239,0.8911,0.62377,0,"[(2, 3), (3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,5571925,-0,3.527696793,0.847,0.5929,0,"[(2, 4), (2, 3, 5)]"
5,0.3,0.428571428571,22349141,-0,3.71137026239,0.8911,0.62377,0,"[(2, 4), (2, 3, 5), (4, 5)]"
5,0.3,0.428571428571,89458005,-0,3.79008746356,0.91,0.637,0,"[(2, 3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,5461,-0,2.83673469388,0.6811,0.47677,0,"[(2, 3), (2, 4), (3, 4)]"
5,0.3,0.428571428571,70997,-0,3.26530612245,0.784,0.5488,0,"[(2, 3), (2, 4), (3, 4), (5,)]"
5,0.3,0.428571428571,16848213,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (2, 4), (3, 4), (4, 5)]"
5,0.3,0.428571428571,1119573,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (2, 4), (3, 4), (3, 5)]"
5,0.3,0.428571428571,17896789,-0,3.63265306122,0.8722,0.61054,0,"[(2, 3), (2, 4), (3, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286332245,-0,3.71137026239,0.8911,0.62377,0,"[(2, 3), (2, 4), (3, 4, 5)]"
5,0.3,0.428571428571,333141,-0,3.44897959184,0.8281,0.57967,0,"[(2, 3), (2, 4), (3, 4), (2, 5)]"
5,0.3,0.428571428571,17110357,-0,3.63265306122,0.8722,0.61054,0,"[(2, 3), (2, 4), (3, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,84219221,-0,3.71137026239,0.8911,0.62377,0,"[(2, 3), (3, 4), (2, 4, 5)]"
5,0.3,0.428571428571,1381717,-0,3.63265306122,0.8722,0.61054,0,"[(2, 3), (2, 4), (3, 4), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18158933,-0,3.81632653061,0.9163,0.64141,0,"[(2, 3), (2, 4), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286594389,-0,3.89504373178,0.9352,0.65464,0,"[(2, 3), (2, 4), (2, 5), (3, 4, 5)]"
5,0.3,0.428571428571,85267797,-0,3.89504373178,0.9352,0.65464,0,"[(2, 3), (3, 4), (3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,353703253,-0,3.97376093294,0.9541,0.66787,0,"[(2, 3), (2, 4, 5), (3, 4, 5)]"
5,0.3,0.428571428571,5576021,-0,3.71137026239,0.8911,0.62377,0,"[(2, 4), (3, 4), (2, 3, 5)]"
5,0.3,0.428571428571,22353237,-0,3.89504373178,0.9352,0.65464,0,"[(2, 4), (3, 4), (2, 3, 5), (4, 5)]"
5,0.3,0.428571428571,290788693,-0,3.97376093294,0.9541,0.66787,0,"[(2, 4), (2, 3, 5), (3, 4, 5)]"
5,0.3,0.428571428571,89462101,-0,3.97376093294,0.9541,0.66787,0,"[(3, 4), (2, 3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,357897557,-0,4.05247813411,0.973,0.6811,0,"[(2, 3, 5), (2, 4, 5), (3, 4, 5)]"
5,0.3,0.428571428571,21845,-0,2.91545189504,0.7,0.49,0,"[(2, 3, 4)]"
5,0.3,0.428571428571,87381,-0,3.34402332362,0.8029,0.56203,0,"[(2, 3, 4), (5,)]"
5,0.3,0.428571428571,16864597,-0,3.527696793,0.847,0.5929,0,"[(2, 3, 4), (4, 5)]"
5,0.3,0.428571428571,1135957,-0,3.527696793,0.847,0.5929,0,"[(2, 3, 4), (3, 5)]"
5,0.3,0.428571428571,17913173,-0,3.71137026239,0.8911,0.62377,0,"[(2, 3, 4), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286348629,-0,3.79008746356,0.91,0.637,0,"[(2, 3, 4), (3, 4, 5)]"
5,0.3,0.428571428571,349525,-0,3.527696793,0.847,0.5929,0,"[(2, 3, 4), (2, 5)]"
5,0.3,0.428571428571,17126741,-0,3.71137026239,0.8911,0.62377,0,"[(2, 3, 4), (2, 5), (4, 5)]"
5,0.3,0.428571428571,84235605,-0,3.79008746356,0.91,0.637,0,"[(2, 3, 4), (2, 4, 5)]"
5,0.3,0.428571428571,1398101,-0,3.71137026239,0.8911,0.62377,0,"[(2, 3, 4), (2, 5), (3, 5)]"
5,0.3,0.428571428571,18175317,-0,3.89504373178,0.9352,0.65464,0,"[(2, 3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.3,0.428571428571,286610773,-0,3.97376093294,0.9541,0.66787,0,"[(2, 3, 4), (2, 5), (3, 4, 5)]"
5,0.3,0.428571428571,85284181,-0,3.97376093294,0.9541,0.66787,0,"[(2, 3, 4), (3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,353719637,-0,4.05247813411,0.973,0.6811,0,"[(2, 3, 4), (2, 4, 5), (3, 4, 5)]"
5,0.3,0.428571428571,5592405,-0,3.79008746356,0.91,0.637,0,"[(2, 3, 4), (2, 3, 5)]"
5,0.3,0.428571428571,22369621,-0,3.97376093294,0.9541,0.66787,0,"[(2, 3, 4), (2, 3, 5), (4, 5)]"
5,0.3,0.428571428571,290805077,-0,4.05247813411,0.973,0.6811,0,"[(2, 3, 4), (2, 3, 5), (3, 4, 5)]"
5,0.3,0.428571428571,89478485,-0,4.05247813411,0.973,0.6811,0,"[(2, 3, 4), (2, 3, 5), (2, 4, 5)]"
5,0.3,0.428571428571,357913941,-0,4.13119533528,0.9919,0.69433,0,"[(2, 3, 4), (2, 3, 5), (2, 4, 5), (3, 4, 5)]"
5,0.3,0.428571428571,1431655765,-0,4.16493127863,1,0.7,1,"[(2, 3, 4, 5)]"
5,0.3,0.428571428571,3,-0,1.42857142857,0.343,0.2401,0,"[(1,)]"
5,0.3,0.428571428571,65539,-0,1.85714285714,0.4459,0.31213,0,"[(1,), (5,)]"
5,0.3,0.428571428571,196611,-0,2.04081632653,0.49,0.343,0,"[(1, 5)]"
5,0.3,0.428571428571,259,-0,1.85714285714,0.4459,0.31213,0,"[(1,), (4,)]"
